model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state
Model X,2018.0,24487.0,48600.0,"LONG BEACH, CA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$739 /mo,91801,Black Textile Interior,CA
Model X,2018.0,49895.0,49300.0,"Temecula, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$752 /mo,91801,Black and White Premium Interior,CA
Model X,2018.0,33020.0,46600.0,"LONG BEACH, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$703 /mo,93311,All Black Premium Interior,CA
Model X,2018.0,45395.0,47100.0,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,93311,All Black Premium Interior,CA
Model X,2018.0,24487.0,48600.0,"LONG BEACH, CA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$739 /mo,93311,Black Textile Interior,CA
Model X,2018.0,49895.0,49300.0,"Temecula, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$752 /mo,93311,Black and White Premium Interior,CA
Model X,2018.0,61874.0,47500.0,"Available to view in Colma, CA",100D Long Range All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Sonic Carbon Wheels",$719 /mo,95403,Black and White Premium Interior,CA
Model X,2018.0,57890.0,41200.0,"Elk Grove Village, IL",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$606 /mo,95403,Black and White Premium Interior,IL
Model X,2018.0,88123.0,44100.0,"Marietta, GA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$658 /mo,95403,Cream Premium Interior,GA
Model X,2018.0,33020.0,46600.0,"LONG BEACH, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$703 /mo,95403,All Black Premium Interior,CA
Model X,2018.0,33382.0,46800.0,"Available to view in Lawrence Township, NJ",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Obsidian Black Metallic Paint,"20"" Silver Wheels",$707 /mo,95403,All Black Premium Interior,NJ
Model X,2018.0,45395.0,47100.0,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,95403,All Black Premium Interior,CA
Model X,2018.0,24487.0,48600.0,"LONG BEACH, CA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$739 /mo,95403,Black Textile Interior,CA
Model X,2018.0,59222.0,48800.0,"CHERRY HILL, NJ",75D All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$743 /mo,95403,Black and White Premium Interior,NJ
Model X,2018.0,49895.0,49300.0,"Temecula, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$752 /mo,95403,Black and White Premium Interior,CA
Model X,2018.0,18721.0,50800.0,"Available to view in Lawrence Township, NJ",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$779 /mo,95403,Cream Premium Interior,NJ
Model X,2018.0,41895.0,51700.0,"Vienna, VA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",$795 /mo,95403,Cream Premium Interior,VA
Model X,2018.0,29668.0,52400.0,"Available to view in Tampa, FL",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$808 /mo,95403,Cream Premium Interior,FL
Model X,2018.0,44208.0,56500.0,"Rockville, MD",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$881 /mo,95403,All Black Premium Interior,MD
Model X,2018.0,44067.0,56900.0,"Orlando, FL",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"22"" Onyx Black Wheels",$889 /mo,95403,Black and White Premium Interior,FL
Model X,2018.0,29858.0,57100.0,"Available to view in RENTON, WA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",$892 /mo,95403,All Black Premium Interior,WA
Model X,2018.0,27927.0,58300.0,"Rockville, MD",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$914 /mo,95403,Black and White Premium Interior,MD
Model X,,72859.0,44800.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$671 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,75465.0,46100.0,"Available to view in Nesconset, NY",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$694 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,NY
Model X,,83927.0,47000.0,"Rockville, MD",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$710 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,MD
Model X,,52338.0,50600.0,"Available to view in Rogers, MN",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$775 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,MN
Model X,,47443.0,51000.0,"Available to view in Matthews, NC",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$782 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,NC
Model X,,47301.0,51000.0,"Aurora, CO",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$782 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CO
Model X,,68736.0,51700.0,"Rockville, MD",Model X Long Range All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,"20"" Silver Wheels",$795 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,MD
Model X,,39191.0,52500.0,"FORT MYERS, FL",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$809 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,FL
Model X,,43197.0,53400.0,"Walnut, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$826 /mo,85209,Black and White Premium Interior,CA
Model X,,54711.0,53400.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$826 /mo,85209,Cream Premium Interior with Oak Wood Décor,IL
Model X,,44552.0,54100.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$838 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,47149.0,54200.0,"Available to view in Colma, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,20'' Two-Tone Slipstream Wheels,$840 /mo,85209,Cream Premium Interior with Oak Wood Décor,CA
Model X,,33617.0,55200.0,"Temecula, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$858 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model X,,32110.0,55300.0,"LONG BEACH, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$860 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model X,,25369.0,55800.0,"Available to view in Rogers, MN",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$869 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,MN
Model X,,74413.0,56200.0,"Available to view in Decatur, GA",Model X Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"22"" Onyx Black Wheels",$876 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,GA
Model X,,45792.0,58300.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$914 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,26423.0,59800.0,"Orlando, FL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$941 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,FL
Model X,,33722.0,59800.0,"LONG BEACH, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,20'' Two-Tone Slipstream Wheels,$941 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model X,,27310.0,59900.0,,Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$942 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,
Model X,,38936.0,60900.0,,Model X Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Red Multi-Coat Paint,"20"" Silver Wheels",$960 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,
Model X,,72859.0,44800.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$671 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,75465.0,46100.0,"Available to view in Nesconset, NY",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$694 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,NY
Model X,,83927.0,47000.0,"Rockville, MD",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$710 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,MD
Model X,,52338.0,50600.0,"Available to view in Rogers, MN",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$775 /mo,85254,Black and White Premium Interior with Dark Ash Wood Décor,MN
Model X,,47443.0,51000.0,"Available to view in Matthews, NC",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$782 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,NC
Model X,,47301.0,51000.0,"Aurora, CO",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$782 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,CO
Model X,,68736.0,51700.0,"Rockville, MD",Model X Long Range All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,"20"" Silver Wheels",$795 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,MD
Model X,,39191.0,52500.0,"FORT MYERS, FL",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$809 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,FL
Model X,,43197.0,53400.0,"Walnut, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$826 /mo,85254,Black and White Premium Interior,CA
Model X,,54711.0,53400.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$826 /mo,85254,Cream Premium Interior with Oak Wood Décor,IL
Model X,,44552.0,54100.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$838 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,47149.0,54200.0,"Available to view in Colma, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,20'' Two-Tone Slipstream Wheels,$840 /mo,85254,Cream Premium Interior with Oak Wood Décor,CA
Model X,,33617.0,55200.0,"Temecula, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$858 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,CA
Model X,,32110.0,55300.0,"LONG BEACH, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$860 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,CA
Model X,,25369.0,55800.0,"Available to view in Rogers, MN",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$869 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,MN
Model X,,74413.0,56200.0,"Available to view in Decatur, GA",Model X Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"22"" Onyx Black Wheels",$876 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,GA
Model X,,45792.0,58300.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$914 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,26423.0,59800.0,"Orlando, FL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$941 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,FL
Model X,,33722.0,59800.0,"LONG BEACH, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,20'' Two-Tone Slipstream Wheels,$941 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,CA
Model X,,27310.0,59900.0,,Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$942 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,
Model X,,38936.0,60900.0,,Model X Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Red Multi-Coat Paint,"20"" Silver Wheels",$960 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,
Model X,,72859.0,44800.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$671 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,75465.0,46100.0,"Available to view in Nesconset, NY",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$694 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,NY
Model X,,83927.0,47000.0,"Rockville, MD",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$710 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,MD
Model X,,52338.0,50600.0,"Available to view in Rogers, MN",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$775 /mo,85281,Black and White Premium Interior with Dark Ash Wood Décor,MN
Model X,,47443.0,51000.0,"Available to view in Matthews, NC",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$782 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,NC
Model X,,47301.0,51000.0,"Aurora, CO",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$782 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,CO
Model X,,68736.0,51700.0,"Rockville, MD",Model X Long Range All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,"20"" Silver Wheels",$795 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,MD
Model X,,39191.0,52500.0,"FORT MYERS, FL",Model X Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$809 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,FL
Model X,,43197.0,53400.0,"Walnut, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$826 /mo,85281,Black and White Premium Interior,CA
Model X,,54711.0,53400.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$826 /mo,85281,Cream Premium Interior with Oak Wood Décor,IL
Model X,,44552.0,54100.0,"Available to view in Lisle, IL",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$838 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,IL
Model X,,47149.0,54200.0,"Available to view in Colma, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,20'' Two-Tone Slipstream Wheels,$840 /mo,85281,Cream Premium Interior with Oak Wood Décor,CA
Model X,,33617.0,55200.0,"Temecula, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$858 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,CA
Model X,,32110.0,55300.0,"LONG BEACH, CA",Model X Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$860 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,CA
